,dateList,priceList,Binance
172,08/18/20 08:00:00,12312.0,489356678.0
173,08/19/20 08:00:00,11966.0,507452510.0
174,08/20/20 08:00:00,11759.5,473239210.0
175,08/21/20 08:00:00,11865.0,467621287.0
176,08/22/20 08:00:00,11522.0,443512244.0
177,08/23/20 08:00:00,11674.5,439851814.0
178,08/24/20 08:00:00,11657.0,441737996.0
179,08/25/20 08:00:00,11754.5,467370309.0
180,08/26/20 08:00:00,11326.5,484179470.0
181,08/27/20 08:00:00,11473.5,464075039.0
182,08/28/20 08:00:00,11323.0,468699720.0
183,08/29/20 08:00:00,11528.0,481385191.0
184,08/30/20 08:00:00,11479.0,479132395.0
185,08/31/20 08:00:00,11724.5,497142652.0
186,09/01/20 08:00:00,11654.0,515362487.0
187,09/02/20 08:00:00,11944.0,533772480.0
188,09/03/20 08:00:00,11385.0,476871462.0
189,09/04/20 08:00:00,10140.5,356241890.0
190,09/05/20 08:00:00,10467.0,375631483.0
191,09/06/20 08:00:00,10159.0,372640096.0
192,09/07/20 08:00:00,10253.0,388308374.0
193,09/08/20 08:00:00,10365.0,398163452.0
194,09/09/20 08:00:00,10118.0,395650605.0
195,09/10/20 08:00:00,10222.0,396481002.0
196,09/11/20 08:00:00,10340.6,398034839.0
197,09/12/20 08:00:00,10386.0,397484793.0
198,09/13/20 08:00:00,10448.0,398685313.0
199,09/14/20 08:00:00,10318.0,398323125.0
200,09/15/20 08:00:00,10686.5,409057514.0
201,09/16/20 08:00:00,10784.0,418727870.0
202,09/17/20 08:00:00,10953.0,447965402.0
203,09/18/20 08:00:00,10929.0,429204241.0
204,09/19/20 08:00:00,10937.5,425958817.0
205,09/20/20 08:00:00,11072.0,448883114.0
206,09/21/20 08:00:00,10914.0,445593962.0
207,09/22/20 08:00:00,10419.0,434691114.0
208,09/23/20 08:00:00,10524.5,443921596.0
209,09/24/20 08:00:00,10236.0,461504596.0
210,09/25/20 08:00:00,10720.1,443871396.0
211,09/26/20 08:00:00,10681.7,427084837.0
212,09/27/20 08:00:00,10731.0,441850701.0
213,09/28/20 08:00:00,10777.5,439512586.0
214,09/29/20 08:00:00,10693.0,390126975.0
215,09/30/20 08:00:00,10844.5,419306420.0
216,10/01/20 08:00:00,10769.0,423890274.0
217,10/02/20 08:00:00,10616.5,414446881.0
218,10/03/20 08:00:00,10566.0,440133526.0
219,10/04/20 08:00:00,10549.5,443508895.0
220,10/05/20 08:00:00,10667.0,446866130.0
221,10/06/20 08:00:00,10783.0,479764846.0
222,10/07/20 08:00:00,10603.0,447005038.0
223,10/08/20 08:00:00,10664.5,457900697.0
224,10/09/20 08:00:00,10914.0,480694567.0
225,10/10/20 08:00:00,11051.0,492127044.0
226,10/11/20 08:00:00,11283.0,498131392.0
227,10/12/20 08:00:00,11370.0,510404350.0
228,10/13/20 08:00:00,11557.5,496196204.0
229,10/14/20 08:00:00,11413.0,490464086.0
230,10/15/20 08:00:00,11426.5,477903603.0
231,10/16/20 08:00:00,11488.0,493592593.0
232,10/17/20 08:00:00,11326.5,502237211.0
233,10/18/20 08:00:00,11358.0,496932237.0
234,10/19/20 08:00:00,11507.5,518747861.0
235,10/20/20 08:00:00,11748.0,569700521.0
236,10/21/20 08:00:00,11907.0,627078451.0
237,10/22/20 08:00:00,12786.0,682174096.0
238,10/23/20 08:00:00,12970.3,717470871.0
239,10/24/20 08:00:00,12933.1,725782175.0
240,10/25/20 08:00:00,13107.0,769650965.0
241,10/26/20 08:00:00,13036.5,706326304.0
242,10/27/20 08:00:00,13054.0,708464210.0
243,10/28/20 08:00:00,13647.5,805173829.0
244,10/29/20 08:00:00,13263.0,706419573.0
245,10/30/20 08:00:00,13468.0,761048857.0
246,10/31/20 08:00:00,13544.0,794424413.0
247,11/01/20 08:00:00,13804.0,844160090.0
248,11/02/20 08:00:00,13751.0,836216521.0
249,11/03/20 08:00:00,13573.0,810294789.0
250,11/04/20 08:00:00,14004.0,863133172.0
251,11/05/20 08:00:00,14137.0,884176167.0
252,11/06/20 08:00:00,15569.0,911831946.0
253,11/07/20 08:00:00,15573.5,907400886.0
254,11/08/20 08:00:00,14817.0,797871231.0
255,11/09/20 08:00:00,15476.0,860979124.0
256,11/10/20 08:00:00,15319.0,828821139.0
257,11/11/20 08:00:00,15296.0,827920341.0
258,11/12/20 08:00:00,15685.0,891264859.0
259,11/13/20 08:00:00,16315.5,955688747.0
260,11/14/20 08:00:00,16335.5,934030735.0
261,11/15/20 08:00:00,16071.5,906782661.0
262,11/16/20 08:00:00,15974.0,909030430.0
263,11/17/20 08:00:00,16713.0,986029305.0
264,11/18/20 08:00:00,17673.0,1017311779.0
265,11/19/20 08:00:00,17787.0,950675246.0
266,11/20/20 08:00:00,17826.5,988305818.0
267,11/21/20 08:00:00,18641.0,1031716919.0
268,11/22/20 08:00:00,18711.3,1126136958.0
269,11/23/20 08:00:00,18409.0,1119005663.0
270,11/24/20 08:00:00,18380.5,1084612211.0
271,11/25/20 08:00:00,19120.0,1235589695.0
272,11/26/20 08:00:00,18756.5,1241548857.0
273,11/27/20 08:00:00,17175.0,900200382.0
274,11/28/20 08:00:00,17143.0,930658661.0
275,11/29/20 08:00:00,17721.0,961659025.0
276,11/30/20 08:00:00,18213.0,982388431.0
277,12/01/20 08:00:00,19272.0,1095117489.0
278,12/02/20 08:00:00,19293.0,1096154811.0
279,12/03/20 08:00:00,18891.5,1037824142.0
280,12/04/20 08:00:00,19545.0,1131510467.0
281,12/05/20 08:00:00,18980.5,1095406766.0
282,12/06/20 08:00:00,19084.0,1109766219.0
283,12/07/20 08:00:00,19136.0,1116759123.0
284,12/08/20 08:00:00,19217.0,1156156820.0
285,12/09/20 08:00:00,18814.5,1181026509.0
286,12/10/20 08:00:00,18358.0,1101144715.0
287,12/11/20 08:00:00,18124.0,1097921153.0
288,12/12/20 08:00:00,18142.0,1113044267.0
289,12/13/20 08:00:00,18409.5,1107360072.0
290,12/14/20 08:00:00,19218.0,1147366781.0
291,12/15/20 08:00:00,19217.0,1153019926.0
292,12/16/20 08:00:00,19412.0,1199974771.0
293,12/17/20 08:00:00,20671.0,1265711125.0
294,12/18/20 08:00:00,23346.0,1312978408.0
295,12/19/20 08:00:00,22610.0,1347855667.0
296,12/20/20 08:00:00,23596.0,1419433810.0
297,12/21/20 08:00:00,23842.0,1414931977.0
298,12/22/20 08:00:00,23116.0,1316461570.0
299,12/23/20 08:00:00,23340.0,1392649861.0
300,12/24/20 08:00:00,23475.0,1294575393.0
301,12/25/20 08:00:00,23248.0,1217376733.0
302,12/26/20 08:00:00,24023.5,1376932553.0
303,12/27/20 08:00:00,25580.0,1473549910.0
304,12/28/20 08:00:00,27385.5,1439002396.0
305,12/29/20 08:00:00,26908.0,1457839916.0
306,12/30/20 08:00:00,26610.0,1425261431.0
307,12/31/20 08:00:00,28162.0,1566962120.0
308,01/01/21 08:00:00,28811.5,1611789274.0
309,01/02/21 08:00:00,29199.0,1636826884.0
310,01/03/21 08:00:00,31680.0,1871416975.0
311,01/04/21 08:00:00,33583.0,1777616740.0
312,01/05/21 08:00:00,33467.0,1597356568.0
313,01/06/21 08:00:00,32067.1,1577336208.0
314,01/07/21 08:00:00,34681.5,1715877633.0
315,01/08/21 08:00:00,38988.3,1889639988.0
316,01/09/21 08:00:00,40896.0,1975719044.0
317,01/10/21 08:00:00,40463.0,2098578940.0
318,01/11/21 08:00:00,39745.5,2132495184.0
319,01/12/21 08:00:00,31591.0,1721581296.0
320,01/13/21 08:00:00,33796.5,1811078100.0
321,01/14/21 08:00:00,34589.5,1821557837.0
322,01/15/21 08:00:00,39529.0,2042750114.0
323,01/16/21 08:00:00,35621.5,2090233469.0
324,01/17/21 08:00:00,37522.0,1964464833.0
325,01/18/21 08:00:00,35742.5,1882041713.0
326,01/19/21 08:00:00,36448.5,2004444521.0
327,01/20/21 08:00:00,35911.0,2023531633.0
328,01/21/21 08:00:00,35539.5,1959596148.0
329,01/22/21 08:00:00,30825.5,1774961046.0
330,01/23/21 08:00:00,33057.1,1747798988.0
331,01/24/21 08:00:00,32108.5,1700062005.0
332,01/25/21 08:00:00,32259.0,1723559284.0
333,01/26/21 08:00:00,32282.5,1768733883.0
334,01/27/21 08:00:00,32469.4,1773514894.0
335,01/28/21 08:00:00,30420.5,1757707447.0
336,01/29/21 08:00:00,33438.5,1904897078.0
337,01/30/21 08:00:00,34263.0,1958196600.0
338,01/31/21 08:00:00,34307.5,1925169082.0
339,02/01/21 08:00:00,33186.5,1913357825.0
340,02/02/21 08:00:00,33555.0,1883992292.0
341,02/03/21 08:00:00,35521.0,1977365581.0
342,02/04/21 08:00:00,37632.5,2032018503.0
343,02/05/21 08:00:00,37023.5,2007672329.0
344,02/06/21 08:00:00,38299.5,2123366343.0
345,02/07/21 08:00:00,39305.0,2387056533.0
346,02/08/21 08:00:00,38824.0,2311037530.0
347,02/09/21 08:00:00,46529.5,2793121453.0
348,02/10/21 08:00:00,46476.0,2803040510.0
349,02/11/21 08:00:00,44817.5,2740388746.0
350,02/12/21 08:00:00,48088.0,3090356151.0
351,02/13/21 08:00:00,47329.0,2985425185.0
352,02/14/21 08:00:00,47132.0,2926546921.0
353,02/15/21 08:00:00,48700.0,3192096735.0
354,02/16/21 08:00:00,48006.0,3002053163.0
355,02/17/21 08:00:00,49214.0,3069661289.0
356,02/18/21 08:00:00,52150.0,3348354864.0
357,02/19/21 08:00:00,51579.5,3243483405.0
358,02/20/21 08:00:00,55928.5,3405480130.0
359,02/21/21 08:00:00,55950.0,3258362892.0
360,02/22/21 08:00:00,57459.0,3395711451.0
361,02/23/21 08:00:00,54080.5,3085674332.0
362,02/24/21 08:00:00,48899.0,2765192198.0
363,02/25/21 08:00:00,49720.0,2892977416.0
364,02/26/21 08:00:00,47068.0,2824542097.0
365,02/27/21 08:00:00,46346.5,2578780467.0
366,02/28/21 08:00:00,46062.0,2598461149.0
367,03/01/21 08:00:00,45148.0,2657141396.0
368,03/02/21 08:00:00,49560.0,2777055418.0
369,03/03/21 08:00:00,48387.0,2719618058.0
370,03/04/21 08:00:00,50394.0,2858537401.0
371,03/05/21 08:00:00,48279.5,2781010292.0
372,03/06/21 08:00:00,47907.0,2764945327.0
373,03/07/21 08:00:00,47285.0,2787892170.0
374,03/08/21 08:00:00,50511.0,3002690315.0
375,03/09/21 08:00:00,51062.0,3085903696.0
376,03/10/21 08:00:00,54100.0,3395454186.0
377,03/11/21 08:00:00,56495.0,3614540087.0
378,03/12/21 08:00:00,56309.0,3709011726.0
379,03/13/21 08:00:00,56991.32,3765566303.0
380,03/14/21 08:00:00,59614.0,4232462096.0
381,03/15/21 08:00:00,59632.0,4285584319.0
382,03/16/21 08:00:00,56799.0,3653460407.0
383,03/17/21 08:00:00,55823.0,3635302755.0
384,03/18/21 08:00:00,54938.4,3689645817.0
385,03/19/21 08:00:00,59521.0,3856654295.0
386,03/20/21 08:00:00,59040.1,3775686172.0
387,03/21/21 08:00:00,56799.0,3858852312.0
388,03/22/21 08:00:00,57045.0,3810455126.0
389,03/23/21 08:00:00,57118.0,3840698804.0
390,03/24/21 08:00:00,55200.0,3782808430.0
391,03/25/21 08:00:00,56311.5,3779431713.0
392,03/26/21 08:00:00,51017.5,3542221582.0
393,03/27/21 08:00:00,53257.0,3518361284.0
394,03/28/21 08:00:00,55020.0,3545840928.0
395,03/29/21 08:00:00,56306.0,3652914036.0
396,03/30/21 08:00:00,57831.0,3998841580.0
397,03/31/21 08:00:00,58668.5,4049924889.0
398,04/01/21 08:00:00,59309.0,4112101942.0
399,04/02/21 08:00:00,59031.5,4149456349.0
400,04/03/21 08:00:00,59454.0,4270371553.0
401,04/04/21 08:00:00,58923.0,4354035624.0
402,04/05/21 08:00:00,57865.0,4234323003.0
403,04/06/21 08:00:00,58997.0,4334795674.0
404,04/07/21 08:00:00,57910.0,4288164376.0
405,04/08/21 08:00:00,56402.0,4296336264.0
406,04/09/21 08:00:00,57753.54,4208828624.0
407,04/10/21 08:00:00,58233.0,4202207371.0
408,04/11/21 08:00:00,60323.0,4545133296.0
409,04/12/21 08:00:00,60050.8,4531228466.0
410,04/13/21 08:00:00,56799.0,4687562641.0
411,04/14/21 08:00:00,63560.0,5209907181.0
412,04/15/21 08:00:00,62977.09,5034306790.0
413,04/16/21 08:00:00,63221.0,5010694600.0
414,04/17/21 08:00:00,61389.0,4776882657.0
415,04/18/21 08:00:00,59998.0,4766183973.0
416,04/19/21 08:00:00,56161.0,3619667615.0
417,04/20/21 08:00:00,55675.0,3480543816.0
418,04/21/21 08:00:00,56412.0,3579935678.0
419,04/22/21 08:00:00,53860.0,3537878717.0
420,04/23/21 08:00:00,51778.0,3564227167.0
421,04/24/21 08:00:00,51133.0,3456181033.0
422,04/25/21 08:00:00,50018.0,3556595335.0
423,04/26/21 08:00:00,48986.33,3530664979.0
424,04/27/21 08:00:00,54009.0,3390293709.0
425,04/28/21 08:00:00,54978.0,3442161439.0
426,04/29/21 08:00:00,54859.5,3389945793.0
427,04/30/21 08:00:00,53528.0,3506918633.0
428,05/01/21 08:00:00,57808.0,3805573963.0
429,05/02/21 08:00:00,57774.0,3854372189.0
430,05/03/21 08:00:00,56640.71,3871506327.0
431,05/04/21 08:00:00,57232.9,3955953234.0
432,05/05/21 08:00:00,53311.0,3748948992.0
433,05/06/21 08:00:00,57532.0,3759397163.0
434,05/07/21 08:00:00,56331.0,3860393669.0
435,05/08/21 08:00:00,57356.5,3764009677.0
436,05/09/21 08:00:00,58865.0,3947728633.0
437,05/10/21 08:00:00,58349.75,4011997229.0
438,05/11/21 08:00:00,55830.0,4066691442.0
439,05/12/21 08:00:00,56658.0,4097803477.0
440,05/14/21 08:00:00,49735.0,3804705324.0
441,05/15/21 08:00:00,49902.0,3782376135.0
442,05/16/21 08:00:00,46688.0,3921710941.0
443,05/17/21 08:00:00,46449.5,3905084625.0
444,05/18/21 08:00:00,43548.0,3871434286.0
445,05/19/21 08:00:00,43075.5,3802692289.0
446,05/20/21 08:00:00,37404.5,2157927456.0
447,05/21/21 08:00:00,41501.5,2254216312.0
448,05/22/21 08:00:00,36632.7,2173897524.0
449,05/23/21 08:00:00,38186.0,2223364893.0
450,05/24/21 08:00:00,33292.0,2056808625.0
451,05/25/21 08:00:00,37605.5,2193026729.0
452,05/26/21 08:00:00,38329.0,2245403253.0
453,05/27/21 08:00:00,38819.5,2445680543.0
454,05/28/21 08:00:00,39723.0,2444581727.0
455,05/29/21 08:00:00,37280.5,2308427257.0
456,05/30/21 08:00:00,34287.0,2324072830.0
457,05/31/21 08:00:00,35507.0,2409012128.0
458,06/01/21 08:00:00,36986.5,2420503499.0
459,06/02/21 08:00:00,36251.0,2363802351.0
460,06/03/21 08:00:00,38022.5,2541438117.0
461,06/04/21 08:00:00,38576.5,2653038574.0
462,06/05/21 08:00:00,36973.0,2575973968.0
463,06/06/21 08:00:00,36317.0,2494763403.0
464,06/07/21 08:00:00,36172.3,2602281142.0
465,06/08/21 08:00:00,36035.5,2606001994.0
466,06/09/21 08:00:00,31747.5,2580036118.0
467,06/10/21 08:00:00,36321.5,2915948643.0
468,06/11/21 08:00:00,36922.5,2836608955.0
469,06/12/21 08:00:00,36840.5,2765507209.0
470,06/13/21 08:00:00,40000.0,2694496343.0
471,06/14/21 08:00:00,36022.0,2864381140.0
472,06/15/21 08:00:00,40649.0,3230799749.0
473,06/16/21 08:00:00,40056.9,3214429929.0
474,06/17/21 08:00:00,38764.0,3192593526.0
475,06/18/21 08:00:00,38967.0,3239638870.0
476,06/19/21 08:00:00,36371.0,3108529916.0
477,06/20/21 08:00:00,36099.5,3046906659.0
478,06/21/21 08:00:00,35587.5,2907823052.0
479,06/22/21 08:00:00,31656.0,2569724444.0
480,06/23/21 08:00:00,32510.0,2547778226.0
481,06/24/21 08:00:00,33639.0,2623099782.0
482,06/25/21 08:00:00,34651.5,2782769733.0
483,06/26/21 08:00:00,31562.0,2510632046.0
484,06/27/21 08:00:00,32265.2,2584216179.0
485,06/28/21 08:00:00,34693.5,2756813544.0
486,06/29/21 08:00:00,34452.1,2726756991.0
487,06/30/21 08:00:00,35914.5,2900900402.0
488,07/01/21 08:00:00,35051.5,2772668771.0
489,07/02/21 08:00:00,33504.5,2685755282.0
490,07/03/21 08:00:00,33753.5,2735473302.0
491,07/04/21 08:00:00,34667.0,2864318126.0
492,07/05/21 08:00:00,35295.5,2943535845.0
493,07/06/21 08:00:00,33687.0,2815644364.0
494,07/07/21 08:00:00,34226.0,2773464718.0
495,07/08/21 08:00:00,33862.0,2802327990.0
496,07/09/21 08:00:00,32877.0,2842508327.0
497,07/10/21 08:00:00,33783.5,2887277477.0
498,07/11/21 08:00:00,33496.0,2838975914.0
499,07/12/21 08:00:00,34252.0,2958624444.0
500,07/13/21 08:00:00,33077.0,2858584543.0
501,07/14/21 08:00:00,32739.5,2910621603.0
502,07/15/21 08:00:00,32812.5,2826990484.0
503,07/16/21 08:00:00,31845.5,2987438764.0
504,07/17/21 08:00:00,31361.5,2857433337.0
505,07/18/21 08:00:00,31512.5,2981780010.0
506,07/19/21 08:00:00,31759.5,2950503635.0
507,07/20/21 08:00:00,30815.5,3181062893.0
508,07/21/21 08:00:00,29768.5,2998762895.0
509,07/22/21 08:00:00,32083.0,3097682805.0
510,07/23/21 08:00:00,32284.0,3071574216.0
511,07/24/21 08:00:00,33585.0,3227358251.0
512,07/25/21 08:00:00,34256.5,3307394905.0
513,07/26/21 08:00:00,35377.0,3523344778.0
514,07/27/21 08:00:00,37278.0,2945969286.0
515,07/28/21 08:00:00,39467.0,3129192943.0
516,07/29/21 08:00:00,39986.0,3174774374.0
517,07/30/21 08:00:00,39984.0,3221837732.0
518,07/31/21 08:00:00,42149.0,3296286469.0
519,08/01/21 08:00:00,41367.4,3255965013.0
520,08/02/21 08:00:00,39864.0,3008160915.0
521,08/03/21 08:00:00,39133.0,3091395687.0
522,08/04/21 08:00:00,38167.0,3174342759.0
523,08/05/21 08:00:00,39750.0,3181187344.0
524,08/06/21 08:00:00,40849.0,3244852511.0
525,08/07/21 08:00:00,42791.0,3442334027.0
526,08/08/21 08:00:00,44565.0,3522427994.0
527,08/09/21 08:00:00,43788.6,3396712471.0
528,08/10/21 08:00:00,46256.0,3756763279.0
529,08/11/21 08:00:00,45590.6,3677109132.0
530,08/12/21 08:00:00,45602.0,3735395206.0
531,08/13/21 08:00:00,44398.0,3670220890.0
532,08/14/21 08:00:00,47804.5,3903136394.0
533,08/15/21 08:00:00,47107.0,3849778241.0
534,08/16/21 08:00:00,46990.0,3736367071.0
535,08/17/21 08:00:00,45931.0,3907610058.0
536,08/18/21 08:00:00,44675.5,3838787035.0
537,08/19/21 08:00:00,44752.0,3705488308.0
538,08/20/21 08:00:00,44532.5,3855462430.0
539,08/21/21 08:00:00,49345.0,4153043125.0
540,08/22/21 08:00:00,48846.5,4149860864.0
541,08/23/21 08:00:00,49269.0,4104039630.0
542,08/24/21 08:00:00,49557.5,4347786402.0
543,08/25/21 08:00:00,47756.0,4434408117.0
544,08/26/21 08:00:00,49001.0,4303715793.0
545,08/27/21 08:00:00,46850.0,4223886187.0
546,08/28/21 08:00:00,49084.5,4235305726.0
